user_id,result,ip,user_agent,occurred_at
2028,FAILED,211.199.153.234,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-03-17T19:31:04.592574+00:00
2029,SUCCESS,183.234.128.4,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-05-13T22:36:39.592574+00:00
2029,SUCCESS,202.239.17.181,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-12-13T12:17:34.592574+00:00
2030,FAILED,175.254.1.254,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-07-07T07:54:32.592574+00:00
2030,SUCCESS,98.142.75.196,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-04-12T03:44:24.592574+00:00
2031,SUCCESS,37.14.7.218,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-07-12T07:53:22.593074+00:00
2032,SUCCESS,191.98.67.62,Mozilla/5.0 (Linux; Android 14),2025-04-14T16:17:54.593074+00:00
2032,FAILED,78.235.44.98,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-07-15T07:57:27.593074+00:00
2032,FAILED,199.196.96.2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-09-10T18:10:06.593074+00:00
2032,SUCCESS,134.146.222.229,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-10-03T12:57:21.593074+00:00
2033,SUCCESS,146.75.198.226,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-04-04T04:45:05.593074+00:00
2034,FAILED,204.87.174.5,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-11-21T11:39:24.593074+00:00
2034,FAILED,196.146.29.209,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-09-08T07:32:10.593074+00:00
2035,SUCCESS,28.40.229.43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-11-02T13:48:19.593074+00:00
2036,FAILED,223.247.243.95,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-10-09T09:19:24.593074+00:00
2037,SUCCESS,73.86.186.181,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-04-14T11:02:44.593574+00:00
2038,FAILED,151.60.209.88,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-12-11T22:52:37.593574+00:00
2038,FAILED,125.123.113.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-03-20T22:47:48.593574+00:00
2038,FAILED,98.106.89.122,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-12-21T00:14:38.593574+00:00
2038,SUCCESS,212.249.147.171,Mozilla/5.0 (Linux; Android 14),2025-03-30T16:52:03.593574+00:00
2039,SUCCESS,107.184.246.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-01-07T22:06:13.593574+00:00
2039,SUCCESS,186.128.214.114,Mozilla/5.0 (Linux; Android 14),2025-03-22T19:30:40.593574+00:00
2039,SUCCESS,189.90.196.195,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-12-31T11:11:49.593574+00:00
2040,SUCCESS,207.14.63.217,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-09-14T06:09:26.593574+00:00
2040,FAILED,207.7.202.32,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-11-25T04:07:12.593574+00:00
2040,SUCCESS,196.15.243.159,Mozilla/5.0 (Linux; Android 14),2025-04-13T15:31:48.593574+00:00
2041,FAILED,172.49.98.225,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-20T10:24:19.593574+00:00
2041,SUCCESS,119.230.231.185,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-02-13T15:35:04.593574+00:00
2042,SUCCESS,47.72.4.219,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-10-27T10:19:31.594073+00:00
2042,SUCCESS,214.31.42.171,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-10-18T06:22:51.594073+00:00
2043,SUCCESS,217.21.57.144,Mozilla/5.0 (Linux; Android 14),2025-07-18T00:26:52.594073+00:00
2043,FAILED,83.232.206.42,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-02-20T01:53:56.594073+00:00
2043,SUCCESS,202.243.119.115,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-10-24T09:02:17.594073+00:00
2044,FAILED,159.192.55.136,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-10-28T22:28:48.594073+00:00
2044,FAILED,207.52.139.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-10-06T03:59:54.594073+00:00
2044,SUCCESS,219.216.213.60,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-08-02T21:28:36.594073+00:00
2045,SUCCESS,212.81.45.117,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-08-22T03:40:40.594073+00:00
2045,FAILED,159.246.198.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-07-12T11:55:27.594073+00:00
2046,SUCCESS,126.83.76.138,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-02-03T21:10:53.594073+00:00
2047,SUCCESS,123.221.4.244,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-01-30T12:04:44.594073+00:00
2047,FAILED,124.48.177.123,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-04-09T02:47:58.594073+00:00
2047,FAILED,164.238.88.167,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-08-09T07:57:49.594073+00:00
2047,FAILED,178.71.39.209,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-22T13:43:17.594073+00:00
2048,FAILED,157.246.42.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-05-09T07:43:50.594073+00:00
2049,SUCCESS,136.1.129.118,Mozilla/5.0 (Linux; Android 14),2025-03-10T05:32:34.594573+00:00
2049,FAILED,218.128.88.232,Mozilla/5.0 (Linux; Android 14),2025-07-11T13:40:03.594573+00:00
2050,FAILED,162.26.30.183,Mozilla/5.0 (Linux; Android 14),2025-07-15T10:58:13.594573+00:00
2050,SUCCESS,190.153.157.244,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-08-08T12:33:41.594573+00:00
2050,SUCCESS,215.115.176.196,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-04-19T03:08:06.594573+00:00
2051,SUCCESS,91.108.209.244,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-05-05T15:13:59.594573+00:00
2051,SUCCESS,124.192.241.57,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-07-19T20:44:05.594573+00:00
2051,SUCCESS,52.188.172.90,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-04-20T16:02:42.594573+00:00
2051,SUCCESS,173.218.161.94,Mozilla/5.0 (Linux; Android 14),2025-05-11T13:02:10.594573+00:00
2052,SUCCESS,84.213.90.25,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-06-13T17:21:06.594573+00:00
2053,SUCCESS,119.117.209.178,Mozilla/5.0 (Linux; Android 14),2025-12-01T22:08:42.594573+00:00
2054,SUCCESS,95.47.29.168,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-10-29T21:03:16.594573+00:00
2055,FAILED,36.140.209.32,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-12-12T21:03:08.594573+00:00
2055,SUCCESS,207.141.59.93,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-09-10T05:56:10.594573+00:00
2055,SUCCESS,51.183.120.150,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2026-01-13T22:08:29.594573+00:00
2055,SUCCESS,182.134.36.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-09-11T19:52:42.594573+00:00
2056,FAILED,211.58.242.135,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-08-10T12:10:22.595080+00:00
2056,SUCCESS,157.17.69.231,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-06-19T06:53:19.595080+00:00
2056,FAILED,198.62.169.33,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-07-19T10:55:29.595080+00:00
2056,FAILED,129.105.160.126,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-05-15T01:01:00.595080+00:00
2057,FAILED,200.140.4.93,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-07-16T10:53:29.595080+00:00
2057,SUCCESS,180.185.139.84,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-06-23T11:39:27.595080+00:00
2058,FAILED,141.55.161.212,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-07-26T11:59:31.595080+00:00
2058,SUCCESS,11.33.123.84,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-01-29T23:27:58.595080+00:00
2058,FAILED,147.148.188.225,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-02-27T00:45:02.595080+00:00
2059,SUCCESS,139.50.51.104,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-31T08:10:33.595080+00:00
2059,FAILED,214.11.32.13,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-06-09T10:13:12.595080+00:00
2059,FAILED,85.235.233.76,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2026-01-15T00:37:32.595080+00:00
2059,SUCCESS,183.24.240.239,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-03-16T21:19:38.595080+00:00
2060,SUCCESS,190.182.169.227,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-12-10T03:00:37.595080+00:00
2060,SUCCESS,195.165.221.209,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-03-08T15:44:08.595080+00:00
2060,FAILED,148.167.99.20,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-10-04T08:51:13.595080+00:00
2060,FAILED,144.153.143.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-11-19T20:20:10.595080+00:00
2061,FAILED,200.254.62.106,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-04-22T20:25:44.595080+00:00
2062,FAILED,164.48.159.64,Mozilla/5.0 (Linux; Android 14),2025-03-03T04:34:31.595575+00:00
2062,SUCCESS,217.186.249.178,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-12-12T05:51:20.595575+00:00
2062,SUCCESS,66.145.146.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2026-02-05T20:01:51.595575+00:00
2063,SUCCESS,214.153.53.215,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-12-06T18:04:01.595575+00:00
2063,SUCCESS,192.62.184.8,Mozilla/5.0 (Linux; Android 14),2026-01-29T15:58:08.595575+00:00
2063,FAILED,202.227.124.243,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-06-16T16:15:37.595575+00:00
2063,FAILED,13.44.111.23,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-05-18T16:36:39.595575+00:00
2064,FAILED,209.153.212.145,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-08-09T22:57:12.595575+00:00
2064,SUCCESS,121.73.2.164,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-07-28T14:02:33.595575+00:00
2064,SUCCESS,206.230.151.139,Mozilla/5.0 (Linux; Android 14),2025-08-26T06:53:45.595575+00:00
2064,SUCCESS,201.1.128.143,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-09-04T21:25:43.595575+00:00
2065,SUCCESS,114.108.47.44,Mozilla/5.0 (Linux; Android 14),2025-07-26T23:25:37.595575+00:00
2066,SUCCESS,166.177.181.245,Mozilla/5.0 (Linux; Android 14),2025-07-18T22:38:49.596073+00:00
2066,FAILED,214.24.141.190,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-09-05T04:43:02.596073+00:00
2066,FAILED,216.69.75.115,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-02-08T11:31:02.596073+00:00
2066,FAILED,174.60.112.50,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-04-16T21:48:23.596073+00:00
2067,SUCCESS,191.33.5.20,Mozilla/5.0 (Linux; Android 14),2025-09-06T13:41:40.596073+00:00
2068,FAILED,199.98.130.206,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-10-29T21:21:12.596073+00:00
2069,SUCCESS,84.194.145.91,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-17T23:48:43.596073+00:00
2069,SUCCESS,196.204.221.249,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-04-27T09:02:41.596073+00:00
2069,SUCCESS,205.3.74.51,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-08-13T15:27:21.596073+00:00
2070,SUCCESS,163.182.40.127,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-04-24T15:58:33.596073+00:00
2071,FAILED,133.189.81.84,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-06-30T17:46:21.596073+00:00
2071,SUCCESS,175.147.29.205,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-11-14T22:38:36.596073+00:00
2072,FAILED,143.131.153.222,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-11-12T10:48:25.596574+00:00
2072,FAILED,142.125.28.32,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-05-15T18:08:01.596574+00:00
2072,SUCCESS,221.9.249.151,Mozilla/5.0 (Linux; Android 14),2025-08-03T02:55:14.596574+00:00
2072,SUCCESS,116.201.92.237,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-06-19T18:13:11.596574+00:00
2073,FAILED,173.218.145.131,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-09-14T21:04:47.596574+00:00
2073,SUCCESS,219.194.188.14,Mozilla/5.0 (Linux; Android 14),2025-07-14T04:40:05.596574+00:00
2073,SUCCESS,47.90.158.6,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-09-02T22:50:58.596574+00:00
2073,FAILED,130.66.143.226,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-12-14T13:15:16.596574+00:00
2074,SUCCESS,11.233.235.243,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-07-05T09:25:19.596574+00:00
2075,SUCCESS,40.57.82.164,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-10-09T15:32:22.596574+00:00
2075,SUCCESS,194.116.47.197,Mozilla/5.0 (Linux; Android 14),2025-12-06T20:37:53.596574+00:00
2075,SUCCESS,54.235.9.191,Mozilla/5.0 (Linux; Android 14),2025-11-10T18:54:33.596574+00:00
2075,SUCCESS,188.36.106.223,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-07-18T18:32:55.596574+00:00
2076,SUCCESS,208.194.236.175,Mozilla/5.0 (Linux; Android 14),2025-08-13T20:15:44.596574+00:00
2077,SUCCESS,20.175.195.149,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-05-12T14:57:25.596574+00:00
2077,FAILED,176.238.210.15,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-12-27T22:47:43.596574+00:00
2077,FAILED,99.7.37.38,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-07-30T23:36:09.596574+00:00
2078,FAILED,85.104.244.111,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-04-26T23:59:10.596574+00:00
2078,SUCCESS,199.50.164.220,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-01-12T17:11:37.597073+00:00
2078,FAILED,191.14.81.87,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-09-13T06:29:33.597073+00:00
2078,SUCCESS,44.71.39.158,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-03-14T05:30:45.597073+00:00
2079,FAILED,20.5.10.221,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-10-13T18:38:17.597073+00:00
2079,FAILED,140.174.220.96,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-05-18T01:39:36.597073+00:00
2079,FAILED,179.83.56.197,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-09-25T10:11:55.597073+00:00
2079,FAILED,33.220.179.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-10-26T08:25:52.597073+00:00
2080,FAILED,55.42.83.80,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-06-27T04:01:23.597073+00:00
2080,FAILED,173.3.202.73,Mozilla/5.0 (Linux; Android 14),2025-04-12T18:16:08.597073+00:00
2080,FAILED,175.169.118.213,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-05-16T15:50:15.597073+00:00
2080,FAILED,151.91.28.25,Mozilla/5.0 (Linux; Android 14),2025-08-27T17:45:28.597073+00:00
2081,SUCCESS,175.149.186.205,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-02-20T15:35:11.597073+00:00
2081,SUCCESS,156.63.212.43,Mozilla/5.0 (Linux; Android 14),2025-04-26T17:43:06.597073+00:00
2082,SUCCESS,140.56.247.40,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-06-18T01:57:23.597073+00:00
2082,FAILED,213.161.183.112,Mozilla/5.0 (Linux; Android 14),2025-03-05T01:42:47.597073+00:00
2082,FAILED,148.226.244.218,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-09-20T06:23:44.597073+00:00
2083,FAILED,36.39.164.100,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-10-29T12:43:10.597073+00:00
2084,FAILED,17.89.18.232,Mozilla/5.0 (Linux; Android 14),2025-04-29T15:54:56.597573+00:00
2085,FAILED,218.217.26.79,Mozilla/5.0 (Linux; Android 14),2025-08-09T00:27:32.597573+00:00
2085,SUCCESS,172.231.102.168,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-07-27T16:36:08.597573+00:00
2085,SUCCESS,198.13.225.85,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-02-18T11:05:13.597573+00:00
2086,SUCCESS,200.136.106.169,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-06-16T13:41:45.597573+00:00
2086,SUCCESS,196.222.244.178,Mozilla/5.0 (Linux; Android 14),2025-12-19T07:03:20.597573+00:00
2087,SUCCESS,168.58.193.31,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-10-01T14:04:43.597573+00:00
2087,SUCCESS,165.216.67.208,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-07-07T12:23:40.597573+00:00
2087,FAILED,123.29.244.215,Mozilla/5.0 (Linux; Android 14),2025-06-13T02:55:17.597573+00:00
2088,SUCCESS,193.254.20.219,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-06-06T11:25:15.597573+00:00
2089,SUCCESS,173.11.150.65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-09-28T19:53:08.598073+00:00
2089,FAILED,142.71.229.155,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-07-29T23:50:47.598073+00:00
2089,SUCCESS,144.53.236.227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-09-19T13:07:08.598073+00:00
2089,FAILED,213.54.152.17,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-07T03:16:39.598073+00:00
2090,SUCCESS,108.17.142.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-08-04T13:42:09.598073+00:00
2090,FAILED,48.7.37.38,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-02-03T03:29:52.598073+00:00
2090,FAILED,208.104.91.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-10-04T16:35:58.598073+00:00
2091,SUCCESS,206.153.180.99,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-06-05T14:56:39.598073+00:00
2091,FAILED,214.90.155.112,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-07-30T06:19:55.598073+00:00
2091,FAILED,135.247.181.192,Mozilla/5.0 (Linux; Android 14),2025-11-24T08:09:52.598073+00:00
2092,FAILED,29.193.27.238,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-02-09T09:38:15.598073+00:00
2092,FAILED,17.53.217.48,Mozilla/5.0 (Linux; Android 14),2025-08-26T15:16:01.598073+00:00
2092,SUCCESS,106.197.68.162,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-05-15T00:42:37.598073+00:00
2092,FAILED,193.6.21.119,Mozilla/5.0 (Linux; Android 14),2025-04-22T04:43:51.598073+00:00
2093,SUCCESS,44.71.58.138,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-11-15T19:23:28.598073+00:00
2093,SUCCESS,12.220.45.247,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-11-05T09:41:21.598073+00:00
2093,FAILED,186.214.206.3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-04-16T06:23:53.598073+00:00
2093,SUCCESS,153.227.193.67,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-08-26T13:51:55.598073+00:00
2094,SUCCESS,215.0.23.76,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-11-16T08:49:02.598073+00:00
2094,SUCCESS,200.171.55.231,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-10-14T15:04:34.598573+00:00
2095,SUCCESS,144.120.238.32,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-12-10T17:34:16.598573+00:00
2095,FAILED,210.188.147.153,Mozilla/5.0 (Linux; Android 14),2025-09-12T01:50:20.598573+00:00
2095,FAILED,207.155.151.17,Mozilla/5.0 (Linux; Android 14),2025-07-27T04:57:43.598573+00:00
2095,FAILED,207.246.140.36,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-05-26T06:37:50.598573+00:00
2096,FAILED,222.53.97.4,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-09T20:58:40.598573+00:00
2096,SUCCESS,15.6.94.142,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-03-18T13:26:49.598573+00:00
2096,SUCCESS,208.144.185.50,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2026-01-07T17:52:38.598573+00:00
2096,FAILED,91.143.122.144,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-05-25T12:23:29.598573+00:00
2097,FAILED,148.75.210.116,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-08-19T02:44:28.598573+00:00
2097,FAILED,132.18.0.107,Mozilla/5.0 (Linux; Android 14),2025-04-01T16:09:51.598573+00:00
2097,FAILED,218.10.44.138,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-07-18T09:47:40.598573+00:00
2097,FAILED,161.224.86.116,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-11-17T12:33:36.598573+00:00
2098,FAILED,125.121.167.65,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-06-21T08:57:48.598573+00:00
2098,SUCCESS,133.67.95.154,Mozilla/5.0 (Linux; Android 14),2025-10-11T21:01:39.598573+00:00
2099,SUCCESS,186.187.241.222,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-01-15T13:45:16.598573+00:00
2100,FAILED,151.159.213.217,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-10-17T21:58:36.598573+00:00
2100,SUCCESS,197.29.72.218,Mozilla/5.0 (Linux; Android 14),2025-09-11T10:51:38.598573+00:00
2100,SUCCESS,151.228.18.179,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-01-16T04:15:39.599073+00:00
2101,FAILED,130.21.111.66,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-12-29T09:36:25.599073+00:00
2101,FAILED,137.42.246.76,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-02-20T23:47:23.599073+00:00
2101,SUCCESS,58.60.63.221,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-11-08T02:39:13.599073+00:00
2101,SUCCESS,146.118.222.105,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-29T15:28:50.599073+00:00
2102,FAILED,40.99.6.54,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-05-24T20:52:51.599073+00:00
2102,SUCCESS,173.60.202.33,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-08-20T08:33:47.599073+00:00
2103,SUCCESS,102.209.58.67,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-05-31T21:04:49.599073+00:00
2103,FAILED,70.186.114.53,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-10-17T02:58:09.599073+00:00
2104,SUCCESS,13.91.36.75,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-04-28T12:02:26.599073+00:00
2104,SUCCESS,219.210.209.81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-03-25T23:04:19.599073+00:00
2104,SUCCESS,215.226.239.196,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2026-01-15T01:59:56.599073+00:00
2105,FAILED,203.212.211.175,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-06T12:22:29.599073+00:00
2105,FAILED,198.219.91.12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-08-10T19:44:55.599073+00:00
2106,SUCCESS,148.59.167.89,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-02-26T14:30:31.599073+00:00
2106,SUCCESS,193.185.58.45,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-12-07T21:23:23.599574+00:00
2106,SUCCESS,178.83.139.230,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2026-01-19T08:40:37.599574+00:00
2107,SUCCESS,7.48.189.207,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2025-05-31T10:40:18.599574+00:00
2108,SUCCESS,206.136.218.140,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),2025-04-16T08:52:56.599574+00:00
2108,SUCCESS,131.202.235.37,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),2025-10-05T23:42:57.599574+00:00
2108,FAILED,206.147.13.10,Mozilla/5.0 (Linux; Android 14),2025-06-16T05:01:21.599574+00:00
2108,SUCCESS,11.138.110.98,Mozilla/5.0 (Linux; Android 14),2025-07-22T12:30:11.599574+00:00
